Id,Price
4567,171660.86217303746
5925,123764.22049575702
960,149638.4724173267
3848,102756.42255057207
746,181577.80938986514
868,312489.263023599
672,116063.15375425745
2471,202993.19808345742
4510,125928.6204013094
8354,204295.73973027966
6393,173891.96494259126
13270,216908.7022085367
5250,308870.2806486374
16751,176322.79275447686
11404,128720.5848704672
10588,360486.7392685475
14925,204977.51580488033
6791,210870.60783423617
16097,188575.6212956439
16428,393435.81115350133
6945,344196.1951832751
3190,187152.22824382904
15709,401001.72686784284
13155,151541.10964575922
7675,194908.91519123947
14686,244928.831211397
609,155563.54306755707
11155,148511.03320689025
10869,192039.4365631644
15742,186034.02659017208
9245,195145.33187199026
3340,169207.8502074384
2359,282127.3214247884
8070,214250.96757033945
13707,131425.37370151872
16079,267484.3572359044
15937,257248.6815942532
14090,194216.0584682263
9008,223885.49296854652
16384,178694.4626849164
11657,251759.91115062186
13151,151174.1651364729
8990,160001.10864465614
11857,182433.05192037267
1565,148219.22538772764
8174,94447.70095955674
9247,248623.6597980183
10478,210271.86966950906
15509,136944.30544592498
8306,182973.84133991465
6642,190748.40443014985
7472,237419.37750881052
15989,127971.7040208867
13682,128965.75223675434
163,265826.0686474429
7076,183687.9332311135
7478,370636.0369491526
3029,190975.55339337376
1814,140029.44125521168
10057,128100.6636087167
15100,194693.58251793226
12694,230247.6647036917
6291,189473.6010358219
12603,184914.7513078181
3218,235093.18755167982
13456,121017.31462504275
10170,231953.22449024598
4530,163799.59534357628
13329,161076.0813634759
4820,156436.43728176533
10896,174850.0677723917
13416,115134.24809996008
2701,212595.9935370704
11265,321035.51917299785
9189,258551.81520297774
1858,178574.7471227717
14536,244588.77684106387
6199,309183.0331159578
14730,148910.1704374197
7510,264072.56205506413
15505,166827.87587432997
7446,191935.985383721
14016,191364.65500660383
14113,101293.95967918498
8721,307765.06555679376
6193,286041.28312885086
5717,174666.6336761471
5427,319308.4857439311
9520,515877.0137454505
6869,95964.43379865258
1658,155074.3307568534
6639,210622.1319802264
6283,195932.61085917582
6257,127368.57850837157
15235,170939.0050941
902,231700.37374997578
8932,187539.1441558291
16469,347635.7605592748
2825,267146.8163194416
6450,467649.1424636785
11366,168064.58253075136
3801,368140.88899785385
11385,200158.9413658037
1079,202844.9633139053
3202,261855.7155906427
676,227213.52810472116
6185,267115.6177129911
7730,162111.11590498855
2573,172933.5070280956
10978,206723.57614500125
10962,249092.90623440433
8870,197087.09108006197
8496,177959.36499250447
5517,160505.75304103614
927,186551.88993757
13675,208143.07501179556
1499,226947.59358929153
15536,342595.7201600783
8602,334145.55643540825
12137,478367.99995043234
9865,249630.49589472022
16353,283803.43976417085
15908,206979.52322497423
3944,177494.6251279865
10359,206706.32010070523
15158,216516.7469989749
3259,230967.93149209663
7220,320453.4847049895
13843,205919.73150348684
16736,181308.08493387292
702,251336.53144473137
16401,100476.04425576582
12134,182353.101427833
6918,226254.55319024838
11792,132876.86854889945
3798,111195.87023268589
10395,130780.53123019682
11099,142684.15954475192
7090,195809.134770509
11260,190439.82763959176
9647,215362.10990680585
2903,388491.4965146327
2071,185685.98637762273
8604,191544.67841340473
9346,214571.0267226136
3945,200064.16184442904
3420,123389.11010086008
10842,120584.47874416759
725,152543.93241924356
13931,184025.22018287465
16330,259732.17061624766
9066,401009.15917708894
3326,316503.5583736977
1556,276136.8461655039
6579,100689.65494415765
13877,128034.28769164285
9857,327120.7958740958
7302,237500.17323344125
5684,194734.8183850289
6513,242297.04238690608
11342,106540.91901753475
16561,217831.5789777143
6885,176695.10320690303
9308,175739.73505836443
2559,176912.98205269518
6648,176566.5418410576
15260,157374.94320586938
5113,198755.2868425796
16492,192980.8083475034
12034,281079.7873404109
7248,198664.83470313848
2171,196572.00671174357
10594,162929.4213210236
13241,200361.078797421
7032,137715.95409874208
4884,172756.37356778388
903,212719.73687114267
162,165750.37206699664
6566,242420.78328419162
8249,146074.28300306492
13106,176041.17587005073
256,125067.87371614625
7976,169681.2612377244
8575,168838.34571031312
7591,274930.9267667316
3204,217282.7813965267
15804,185988.3887642415
1525,312490.50495078444
9038,207188.76888270883
13628,197669.28866556773
10016,200215.27214265196
10208,218680.06890039102
2008,185592.46124325902
13029,200982.126039211
5099,124170.63875526737
9923,291936.7732961415
9461,128086.86666231244
11086,177380.5392113704
15057,262166.54930046084
10689,178894.73756153512
2053,214414.14530743205
16630,174464.7957817479
4985,160773.12966724217
13881,229581.5680612252
13225,194803.91914583315
5779,69856.75523003012
10262,173182.00994230763
10762,200321.61115160104
9513,199711.42422045552
11128,159620.93427166756
2074,288232.84144430805
933,201869.56831801077
2780,186951.1077959774
6594,111747.32111758304
15394,261306.5352284115
14863,130915.5297555579
6698,200563.27649270606
1611,238758.35634982178
174,188212.63689343687
5160,207810.81399433882
3295,306041.7836482115
4559,382926.59138085955
8254,169968.7084251988
10228,96985.01130167425
13924,127390.1003529368
15341,242649.07366346288
4353,182541.43519707271
4334,74618.70395516617
1872,151570.00879645994
7823,190929.74822613064
310,159826.83603077667
3704,254250.37779942213
11615,291268.6885264665
6605,208667.820208051
3381,183697.5025781155
2143,140679.0402584315
3191,240902.87030963562
13980,132729.6726601222
15613,168173.25373059924
10943,276711.2086686007
9654,115020.78505110047
16053,531574.5521908297
14931,226851.70878230906
8299,232952.65644527075
2147,164999.38763257037
11567,315210.16358685837
5905,130855.3783300877
11160,112692.40643719323
8275,147227.21288304636
16398,267643.98539249244
11229,177112.00681843844
10309,162681.852330651
7340,259146.56190292918
7653,153457.0149423943
272,208296.67504303606
9831,204880.18224357135
5016,131639.82762250336
5968,70703.63637987651
796,232382.19647351315
12123,123379.76461652761
16629,192208.05634427012
2637,160763.90455561422
6194,209863.2594794997
6216,431118.5106706204
14346,173299.23045416587
6428,129330.84417186858
2891,231232.98900325966
84,173467.97750802204
9260,204555.25140915808
15250,137404.4864882066
2348,181971.79263980695
10427,276048.5178926322
13230,257933.2337129529
